prompts
"apologies ,"
what other
both have
tr4257 booking
a booking
01223350914 is
10:01 is
"well ,"
train tr7850
01223277977 is
are you
tr2974 will
is free
the address
one is
tr1159 will
cb21db .
awesome !
two hotel
hughes hall--postcode
okay all
yes when
3435 green
sory can
in the
01223334900 .
tr0718 arrives
the typical
please to
the camboats
the ghandi
the tr9366
nandos serves
the tr5385
tr1672 departs
for the
its called
tr8335 arrives
for portuguese
"01223248882 ,"
the tr4466
yellow lexus
all three
bridge guesthouse
between which
my sincerest
"sadly ,"
train tr4259
kohinoor 's
both gonville
both offer
01223866800 .
found it
goodbye !
sure !
not with
for expensive
tr5266 arrives
and from
to clarify
might i
105 minutes
shall we
lovely guesthouse
the club
in parkside
i ha
adress is
arbury lodge
that arrives
boom !
please book
allenbell guesthouse
can yo
hutington marriot
the avalon
tr3810 would
riverboat georgina
the tr2885
train tr7879
at 20:16
the great
okayjust to
train tr2257
tr9320 will
what star
tr7178 departs
tr7786 will
tr2521 will
trains leave
they are
emmanuel college
tr3450 leaves
they have
train tr3547
ok we
according to
it look
01223358966 is
surethe trip
the tr3257
meghna is
that time
train tr4553
what ype
no we
perhaps i
there appears
thanks and
each ticket
that particular
thanks
trinity college
tr2083 leaves
tr2029 is
archway house
chinese would
the varsity
neither are
154 chesterton
which offers
the junction
to be
"nandos ,"
will the
finches bed
train tr7195
to you
tr6572 is
is free
tr3293 will
what criteria
lol .
either anatolia
trains begin
okay happy
i recommend
these trains
booked .
i'll recommend
the autumn
tr4117 is
we appreciate
we certain
tr9589 leaves
which will
for some
the place
chiquito restaurant
the tickets
gonville is
i show
so do
booked !
tr1534 leaves
the entries
would a
i should
you car
almost there
have an
tr8255 departs
tr125 leaves
tenpin address
prezzo is
tr4987 gets
the tr2788
you've got
train number
what size
cambridge book
first i'll
and at
train tr1691
clare college
wandlebury country
the first
01223866800 .
arriving at
finches bed
is parkside
lan hong
"first ,"
the tr7458
can i
tr7310 is
i glad
free to
there 6
please confirm
four great
tr3052 will
postcode is
its on
tr5711 will
they offer
i haven't
all four
tr7447 leaves
so you
train tr2958
for guesthouses
some do
20 milton
magdalene college
anatolia and
already booked
and how
the tr0071
tr4117 is
wonderful i
booking completed
tr1681 leaves
tr3353 leaves
the most
try clubbing
archway house
the cineworld
can yo
tr2503 can
no restaurant
they will
sure .
the 1st
nothing in
the theatre
aylesbray lodge
tra tr0922
unit su43
happy i
13.28 pounds
tr7618 arrives
tr5691 departs
just want
okay if
the tr0017
golden house
both have
tr8080 arrives
hello !
most welcome
welcome nice
just did
the tr0579
i don
tr1499 will
christi 's
train tr9209
tr4859 is
bridge guest
blue volkswagen
oh may
train tr4447
great idea
oh yes
so just
may i
train tr6989
done .
the jesus
the tr7978
we do
eraina 's
so just
well thank
the lynne
give us
1 ticket
okay tr2442
60 minutes
booking successful
tr0141 will
what type
it was
in parkside
tr7355 arrives
well 4
please reach
tr2730 is
which food
that trip
tr8890 arrives
cb13ef .
i did
its postal
that is
tr8659 leaves
do i
good by
starting on
sure depending
efes is
you need
the tr9286
sure there
would 6:45
my math
was that
cb21uf .
great .
the eraina
there multiple
the tr7195
the nil
alright when
yes train
tr2635 will
tr5949 departs
try university
curry prince
what postcode
six trains
these trains
al set
that would
tr8261 leaves
the tr6898
tr8202 is
"01223337766 ,"
postcode cb23pg
that trainid
okay i
good night
1-6 corn
terrific .
finches is
no thank
2uovp3e0 is
go to
is this
tr2379 is
where did
the moderate
sure thingwhat
the tr8510
zizzi cambrdige
tr4082 will
that has
and thank
postcode: cb11jg
tr2125 leaves
the travel
tr2175 will
any arrival
welcome next
tr2635 will
the tr3370
the tr9407
no none
okay for
tr7846 will
the tr5298
hotel du
tr7785 leaves
yes ugly
what interests
university of
successfully booked
tr8361 will
yes what
there must
ballare nightclub
01223334900 .
before we
this trip
7.84 pounds
could you
tr2835 will
according to
"hi ,"
so for
hace a
train tr0339
"lovely ,"
tr6697 departs
how silly
then thanks
the car
no results
it does
the fitzbillies
okay what
when were
okay would
there does
your options
tr7245 arrives
tr3387 arrives
when will
oh that
for architecture
perhaps you
and on
all i
tr0862 will
i hear
they ashley
your seat
train tr5015
which are
the pleasure
here is
i sure
are you
corpus cristi
the japanese
tr5331 leaves
tr2175 will
the tr5729
will the
okay .
tr6688 leaves
tr1553 leaves
"yes ,"
tr8699 departs
all done
recommend pizza
i want
all set
one moment
call 01223358966
the vue
please reach
panahar looks
would day
tr3396 leaves
those trains
i definite
booking went
alexander b&b
train tr5725
tr1047 will
ok .
is price
the tr0672
tr5711 will
there phone
the tr8089
cocum 's
5 of
the cherry
train tr5015
a museum
where to
want to
okay looks
hk fusion
01223314960 and
tr6809 leaves
ok and
the model
tr9557 leaves
tr7020 london
tr1502 arrives
and from
"parkside ,"
train tr3154
sorry for
will a
everything is
tr7397 leaves
the tr5797
okwhat type
which side
tr2854 leaves
the tr9892
lets start
tr0774 arrives
tr8431 leaving
the system
tr8913 will
addebrookes hospital
the ghandi
book another
the tr7706
booking you
tr5711 will
tr3225 leaves
train tr6003
sweet !
what sort
your book
no we
tr8224 arrives
hutington marriot
all guesthouses
allenbell and
the tr3390
nusha can
the tr5170
when are
tr0552 departs
the churchill
allenbell looks
tr7040 will
anatolia serves
booking confirmed
was there
have yourself
tr3211 leaves
their postal
yes that
they sure
tr2379 is
for just
unit su43
found a
both facilities
success in
the tr6009
the hakka
arrival time
tr8824 is
tr3736 arrives
in that
your 1
tr7020 departs
i'll be
01223362525 .
tr0115 will
tr0104 would
italian is
you booking
which price
the tr9025
no 2
tr1784 departs
home from
i went
christ 's
please do
do have
kitchen and
unfortunately we
the tr2788
train tr3000
said to
tr6357 leaves
710 newmarket
tr 9468
train tr1262
tr4990 departs
that brings
the royal
the tr9448
their postal
wagamana is
the typical
yes street
tr8126 would
the tr1233
74 mill
contact the
train tr4931
yes but
the tr1766
the tr9448
hutington marriot
yes certain
both have
i avenue
tr7047 leaves
is yu
unable to
"05:39 ,"
train tr3043
call them
great glad
tr9024 leaves
the regency
tr0662 departs
they sure
what tie
sure here
"i""m sorry"
the next
the riverside
bedouin at
would another
lynne strover
just to
tr1997 leaves
tr8143 departs
seems like
happy i
yes mam
yes several
i see
train tr0217
anatolia and
tr8580 leaves
okay is
train tr9741
sure here
moderate -ly
how early
which department
tr9424 will
is parking
cocum 's
wait .
cineworld is
sure let
train tr4975
alright where
tr6880 would
its listed
iam sorry
tr7935 leaves
tr8604 leaves
oops .
tr4537 has
the a
tr6572 is
booked !
total -ly
train tr9533
how man
ok what
tr2379 is
cityroomz matches
sometimes we
tr5965 leaves
ok and
tr6016 will
tr5693 meets
alright where
train tr0734
i'll gladly
"woah ,"
that narrows
there appear
your room
tr1854 arrives
please provide
postcode cb17dy
i like
galleria is
booking there
tr7178 departs
gonville is
yes mam
the 15:21
the tr3677
looks like
nusha :
ok do
the post
the tr2515
tr4194 stansted
the best
22 sidney
tr4202 will
tr4800 leaves
the tr2420
the british
the zip
sorry about
the fee
we actual
our records
13:00 can
the tr3112
vkjgwfnr is
ok we
tr5626 leaves
tr5154 leaves
both have
first i
which dates
"parkside ,"
the center
train tr7411
the tr2625
train 2761
nothing else
tr4288 arrives
ask serves
my pleasure
that train
tr9448 departs
caffe uno
will there
good luck
tr1871 arrives
tr8464 is
bangkok city
warkworth does
train tr4553
at what
tr4748 leaves
the tr2885
avalon seems
what type
train tr3043
that arrives
regent street
the exact
their general
in case
tr2141 leaves
train tr3234
upon booking
tr4300 will
for vietnamese
the tr8600
glad that
to or
another option
not a
tr8873 leaves
the 3
hotel -s
tr9448 is
yes !
where from
tr7094 leaves
any more
address for
well christ
okis there
train tr3456
01223227330 cb21qa
okay where
the entrance
tr7733 is
you could
train tr5972
2uovp3e0 is
our colleges
train tr5570
train tr0945
the tr3371
perfect !
this train
and the
train tr6769
does architecture
tr7460 leaves
tr8873 leaves
sure thingwhat
train tr2274
i wish
there two
allenbell looks
what dad
all 10
a train
restaurant alimentum
sure when
ugly duckling
both choices
anatolia meets
whats your
sure we
the tr5797
the trip
tr9376 leaves
lan hong
tr4202 is
my recommendation
and just
"address ,"
there does
are there
where to
no record
what an
4-star accommodations
every place
does it
mumford theatre
the tr9286
tr3339 is
train tr4840
huntingdon marriott
tr6958 leaves
train tr3547
before reserving
train tr2232
nusha 's
those would
tr1159 will
tr8335 arrives
the tr2452
two are
what information
byard art
booking complete
tr7803 will
nothing is
tr1039 departs
there you
train tr1492
thee are
tr0397 will
cityroomz is
please do
all four
tr0625 departs
the ayesbray
golden wok
when could
tr8406 will
almost there
their id
kambar is
neither of
which hotel
what you
booked your
i believe
tr2634 leaves
upon booking
the tr2759
for me
for sureit
"unfortuntately ,"
the salsa
it'll be
tr1499 will
great what
the tr8464
tr2826 will
your arrival
that booking
i just
no sir
with those
what do
so to
ikcbzmlx is
163 minutes
the tr7721
tr8080 departs
"anytime ,"
what sort
tr8933 will
bangkok city
the tr0277
magdalene college
entrance into
alrighty then
cocum serves
other than
the tr5831
the great
tr0718 arrives
my suggestions
okay then
the tr2232
tr8238 .
i would
sure rosa
tr3515 will
the missing
01223240089 is
tr8935 leaves
tr7239 departs
train tr1465
what departure
the outdoor
booking at
there no
tr1499 will
great news
so to
red skoda
la raza
grafitti has
yes ugly
train tr3000
tr5212 will
i completed
what attraction
to what
the tr3112
also what
tr1765 leaves
train tr3661
train tr9102
the tr3735
both warkworth
your car
"hmmmm ,"
does a
the tr5538
no it
the tr4170
tr6939 is
meghna serves
the tr7213
that one
please confirm
tr9775 arrives
tr5711 will
the postalcode
please to
ok you
glad that
staudct0 is
i recommend
allenbell has
no entertainment
unfortunately you
the tr5390
and for
contact us
tr2939 would
the addres
tr0497 arrives
tr3396 leaves
a guesthouse
15 trains
the tr2153
city centre
staudct0 is
tr7293 will
please state
yeah sure
what movie
4 museums
goodbye !
great are
no worries
that went
they will
"glad ,"
this train
tr1610 leaves
emmanuel college
train tr5953
cotto is
on monday
tr0466 leaves
the cambridge
do not
that time
the medical
congratulations you
yes this
the latest
"011223464646 ,"
you as
your only
oh i
train tr0394
great where
the tr0545
anytime !
the lan
tr8126 would
the soul
howe about
1 guest
the tr3470
"indeed ,"
great saint
tr5465 arrives
2-3 castle
the earlest
the slug
phone: 01954714600
i hovw
the tr7683
tr9187 arrives
booking for
i m
train tr4553
no but
saint catharine
the expensive
warkworth does
yes .
bedouin 's
ow about
"whoops ,"
to or
4 museums
train tr0146
the fitzwilliam
it departs
jesus green
"haha ,"
train tr0189
tr2494 will
well we
tr0862 will
ballare 's
tr0254 leaves
glad i
with that
a and
the panahar
cambridge to
cb12dp .
any price
cb39ey .
da vinci
this particular
there an
starting on
yellow lexus
clowns cafe
the tr9016
nusha and
the churches
acorn guesthouse
thanks very
ask serves
please be
there two
tr3947 leaves
worth house
the tr2166
ok that
train tr5343
tr4689 is
a museum
tr5908 leaves
almost all
"alright ,"
help me
get them
train tr4863
tr1662 departs
sure where
the scott
d recommend
tr3197 leaves
yeah .
tr0662 departs
"yeah ,"
help me
the tr3564
train tr2775
it looks
ballare postcode
first i'll
yeson tuesday
address :
camboats is
8 tickets
am i
find them
okay have
the funky
the tr3246
no quite
tr3412 leaves
well the
prezzo restaurant
tr6336 departs
trains run
your only
loch fyne
sure travel
train tr8736
there must
the ruskin
"hello ,"
first we
train tr6688
tr2530 leaves
the tr3112
i search
this nightclub
the river
tr0521 will
will the
01223334200 is
for architecture
i'll gladly
alright you
the tr9448
very well
finches has
if price
trin id
64 cherry
train tr5688
please pick
tr6224 leaves
that ticket
the slug
prezzo and
tr0254 leaves
could i
the pnone
yes tr4765
tr7430 leaves
okay do
ow about
read the
does this
a lot
best of
train tr3190
the maharajah
mumford theatre
well there
the tr2625
travel time
im happy
leverton house
tr4792 leaves
60 minutes
i show
tr8636 will
african huh
just one
yes kirkwood
two seats
tr8714 departs
soul tree
successfully booked
it looks
their fee
train tr7850
should i
yes thanh
the center
train tr2730
tandoori palace
oh sure
tr1339 arrives
tr1997 leaves
tr5358 will
call back
reference number
then may
the system
alright have
tr2503 can
wadlebury county
tr3470 leaves
the backstreet
tr5358 leaves
the tr6715
well we
okay brah
try clubbing
tr8399 leaves
4 museums
cityroomz matches
good luck
sorry there
okay what
tr1612 will
cambridge university
what ever
shouldn't be
all nightclubs
outstanding .
no they
it actual
tr8882 departs
i absolutely
since there
tr9876 leaves
the tr1492
warkworth terrace
my attempt
finches address
glad you
what type
07426688661 is
the tr7223
tr4748 leaves
i narrowed
most welcome
tr8882 departs
one of
tr9900 arrives
corpus cristi
may i
take your
not based
tr6742 leaves
i'll also
tr6655 leaves
a ticket
train tr4863
154 chesterton
the urology
16.50 pounds
yes ahley
tr2860 leaves
perhaps with
the general
11:45 it
tr5343 leaves
tr5538 leaves
how many
vue can
7 tickets
the entrance
unfortunately booking
christ college
the tr5225
tr9561 departs
train tr7483
michael house
reservations are
train id#tr5435
im getting
tr5484 leaves
your contact
if your're
that booking
sure travel
nothing of
tr0677 will
yes and
a shuttle
on tuesday
tr6224 leaves
our database
nando 's
for dojo
tr8604 will
"address ,"
the pleasure
the tr4964
"011223464646 ,"
entrance is
cityroomz looks
4.40 pounds
7 of
kettles yard
they sure
good night
anatolia meets
phone them
between which
"regretfully ,"
tr3128 will
safe travels
tr9545 arrives
their is
what town
eight people
absolutely we
kirkwood house
cafe jello
your fee
postcode is
the only
happy birthday
"i ,"
from which
then you
sure phone
the tr2929
sure theres
you table
tr9876 leaves
the golden
the departure
"hm ,"
these three
lucky star
tr1612 will
oh !
which museum
im not
that went
please give
sure thingthe
contact information
sure are
tr8202 is
tr8705 will
the shanghai
the tr3005
i waqs
well here
"personally ,"
sounds good
i recomend
the area
train tr1542
the bishops
18:54 is
the tr0927
phone 01223355397
best choice
the parkside
saint barnabas
"then ,"
train tr4975
no thank
due to
alpha-milton guest
the tr5385
the anatolia
that reservation
train tr5570
okay goodbye
with all
byard art
tr1062 arrives
i was
i absolutely
the churchill
no entrance
tr7245 arrives
tr1469 has
train tr3087
a grey
the people
the galleria
tr3602 departs
okay great
vue cinema
which day
tr9933 departs
and just
anatolia 's
tr1342 leaves
sorry but
sory can
